ga:cityId,ga:dimension5
1028177,small town
1028178,small town
1028179,small town
1028180,small town
1028181,small town
1028182,small town
1028183,small town
1028184,small town
1028185,small town
1028186,small town
1028187,small town
1028188,small town
1028189,small town
1028190,small town
1028191,small town
1028192,small town
1028193,small town
1028194,small town
1028195,small town
1028196,small town
1028197,small town
1028199,small town
1028200,small town
1028201,small town
1028202,large town
1028203,small town
1028204,small town
1028205,small town
1028206,small town
1028207,small town
1028208,small town
1028210,small town
1028211,small town
1028212,small town
1028213,small town
1028214,town
1028215,small town
1028216,small town
1028217,small town
1028218,small town
1028219,small town
1028220,small town
1028221,small town
1028222,small town
1028223,small town
1028224,town
1028225,small town
1028226,small town
1028227,small town
1028228,small town
1028229,small town
1028230,small town
1028231,small town
1028232,small town
1028233,town
1028234,town
1028235,small town
1028236,small town
1028237,small town
1028238,small town
1028239,small town
1028240,small town
1028241,small town
1028243,small town
1028244,small town
1028245,small town
1028247,small town
1028248,small town
1028249,small town
1028250,small town
1028251,small town
1028253,small town
1028254,small town
1028255,small town
1028256,small town
1028258,small town
1028259,small town
1028260,small town
1028261,small town
1028263,small town
1028264,town
1028265,large town
1028266,small town
1028267,small town
1028268,small town
1028269,town
1028270,small town
1028271,small town
1028272,small town
1028273,small town
1028274,town
1028275,small town
1028276,small town
1028277,small town
1028278,small town
1028279,small town
1028280,small town
1028281,small town
1028282,small town
1028283,small town
1028284,small town
1028285,small town
1028287,small town
1028289,small town
1028290,small town
1028291,small town
1028292,small town
1028293,small town
1028294,small town
1028295,small town
1028296,small town
1028297,small town
1028298,small town
1028300,small town
1028303,small town
1028305,small town
1028306,small town
1028308,small town
1028309,small town
1028311,small town
1028313,small town
1028314,small town
1028316,small town
1028317,small town
1028318,small town
1028319,small town
1028320,town
1028321,small town
1028322,small town
1028323,small town
1028329,small town
1028330,small town
1028331,small town
1028332,small town
1028333,small town
1028334,small town
1028337,town
1028339,small town
1028340,small town
1028341,small town
1028342,small town
1028344,small town
1028345,small town
1028346,small town
1028347,small town
1028348,small town
1028349,small town
1028352,small town
1028353,small town
1028354,small town
1028355,small town
1028356,small town
1028357,town
1028358,small town
1028359,small town
1028363,small town
1028364,small town
1028365,small town
1028366,small town
1028367,small town
1028370,small town
1028372,small town
1028374,small town
1028375,small town
1028376,small town
1028377,small town
1028378,small town
1028380,small town
1028381,small town
1028382,small town
1028383,town
1028384,small town
1028386,small town
1028388,small town
1028389,small town
1028391,small town
1028392,small town
1028393,small town
1028396,town
1028397,small town
1028398,small town
1028399,small town
1028400,small town
1028401,small town
1028402,small town
1028403,small town
1028404,small town
1028406,small town
1028408,small town
1028410,small town
1028411,small town
1028412,small town
1028413,small town
1028414,small town
1028417,small town
1028418,small town
1028420,small town
1028421,small town
1028422,small town
1028423,small town
1028426,small town
1028427,small town
1028429,small town
1028430,small town
1028431,small town
1028432,small town
1028433,small town
1028435,small town
1028437,small town
1028439,town
1028440,small town
1028441,small town
1028442,small town
1028443,small town
1028444,town
1028445,small town
1028446,small town
1028447,small town
1028448,small town
1028449,small town
1028451,small town
1028452,small town
1028453,small town
1028455,small town
1028456,small town
1028457,large town
1028458,large town
1028459,small town
1028460,small town
1028461,small town
1028462,small town
1028463,small town
1028464,small town
1028465,small town
1028466,small town
1028471,town
1028472,small town
1028473,small town
1028474,small town
1028475,small town
1028476,small town
1028477,small town
1028479,small town
1028480,small town
1028481,town
1028482,small town
1028483,small town
1028484,small town
1028485,small town
1028486,small town
1028488,small town
1028489,small town
1028490,small town
1028491,small town
1028492,small town
1028493,small town
1028494,small town
1028495,small town
1028497,small town
1028498,small town
1028499,town
1028500,small town
1028501,small town
1028502,small town
1028505,small town
1028506,small town
1028508,small town
1028509,small town
1028510,small town
1028512,small town
1028514,small town
1028776,small town
1028782,small town
9051492,town
9051493,small town
9051494,small town
9051495,small town
9051498,small town
9051499,small town
9051500,small town
9051501,small town
9051503,small town
9051505,small town
9051509,small town
9051510,town
9051514,large town
9051517,small town
9051518,small town
9051520,small town
9051522,small town
9051525,small town
9051527,small town
9051529,small town
9051531,town
9051532,town
9051534,small town
